emoji_level,font_file,cp_seq,supported
1.0,api_level/22/NotoColorEmoji.ttf,"(128301,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128302,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128303,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128304,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128305,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128306,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128307,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128308,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128309,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128310,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128311,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128312,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128313,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128314,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128315,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128316,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128317,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128329,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128330,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128331,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128332,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128333,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128334,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128336,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128337,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128338,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128339,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128340,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128341,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128342,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128343,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128344,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128345,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128346,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128347,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128348,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128349,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128350,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128351,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128352,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128353,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128354,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128355,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128356,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128357,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128358,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128359,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128367,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128368,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128371,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128372,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128373,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128374,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128375,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128376,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128377,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128391,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128394,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128395,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128396,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128397,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128400,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128405,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128406,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128421,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128424,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128433,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128434,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128444,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128450,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128451,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128452,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128465,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128466,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128467,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128476,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128477,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128478,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128481,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128483,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128495,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128499,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128506,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128507,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128508,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128509,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128510,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128511,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128512,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128513,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128514,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128515,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128516,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128517,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128518,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128519,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128520,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128521,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128522,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128523,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128524,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128525,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128526,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128527,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128528,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128529,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128530,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128531,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128532,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128533,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128534,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128535,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128536,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128537,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128538,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128539,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128540,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128541,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128542,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128543,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128544,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128545,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128546,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128547,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128548,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128549,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128550,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128551,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128552,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128553,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128554,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128555,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128556,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128557,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128558,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128559,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128560,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128561,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128562,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128563,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128564,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128565,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128566,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128567,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128568,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128569,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128570,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128571,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128572,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128573,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128574,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128575,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128576,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128577,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128578,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128579,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128580,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128581,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128582,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128583,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128584,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128585,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128586,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128587,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128588,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128589,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128590,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128591,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128640,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128641,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128642,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128643,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128644,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128645,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128646,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128647,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128648,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128649,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128650,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128651,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128652,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128653,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128654,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128655,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128656,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128657,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128658,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128659,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128660,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128661,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128662,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128663,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128664,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128665,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128666,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128667,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128668,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128669,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128670,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128671,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128672,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128673,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128674,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128675,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128676,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128677,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128678,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128679,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128680,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128681,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128682,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128683,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128684,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128685,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128686,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128687,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128688,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128689,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128690,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128691,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128692,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128693,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128694,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128695,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128696,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128697,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128698,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128699,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128700,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128701,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128702,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128703,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128704,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128705,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128706,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128707,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128708,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128709,)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(128715,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128716,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128717,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128718,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128719,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128720,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128736,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128737,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128738,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128739,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128740,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128741,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128745,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128747,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128748,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128752,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128755,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129296,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129297,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129298,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129299,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129300,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129301,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129302,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129303,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129304,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129408,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129409,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129410,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129411,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129412,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(129472,)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9786, 65039)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(9785, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9760, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(10083, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(10084, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128371, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128495, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128400, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9996, 65039)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(9757, 65039)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(9997, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128065, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128373, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128372, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9975, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127948, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9977, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127947, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128483, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128063, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128330, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128375, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128376, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127989, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9752, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127798, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127869, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128506, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127956, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9968, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127957, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127958, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127964, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127965, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127966, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127967, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127963, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127959, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127960, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127962, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9961, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127961, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9832, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127950, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127949, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128739, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128740, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128738, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128755, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9972, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128741, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9992, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128745, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128752, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128718, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9201, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9202, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128368, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127777, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9728, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9729, 65039)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(9928, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127780, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127781, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127782, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127783, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127784, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127785, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127786, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127787, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127788, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9730, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9969, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(10052, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9731, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9732, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127895, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127903, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127894, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9976, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128377, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9824, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9829, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9830, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9827, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128444, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128374, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128717, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9937, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127897, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127898, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127899, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9742, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128421, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128424, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9000, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128433, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128434, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127902, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128253, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128367, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128478, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(127991, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9993, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128499, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9999, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(10002, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128395, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128394, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128396, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128397, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128450, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128466, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128467, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128391, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9986, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128451, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128452, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128465, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128477, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9935, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9874, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128736, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128481, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9876, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128737, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9881, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128476, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9878, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9939, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9879, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128719, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(128715, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9904, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9905, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9888, 65039)",True
1.0,api_level/22/NotoColorEmoji.ttf,"(9762, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(9763, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(11014, 65039)",False
1.0,api_level/22/NotoColorEmoji.ttf,"(8599, 65039)",False
